nombre,categoria,ciudad,latitud,longitud,direccion,telefono,sitio_web,imagen_url,servicios
Comidas Rapidas J&D,Restaurante de comida rápida,Trinidad,5.4074794,-71.6611225,"Cra. 5 #5_40, Trinidad, Casanare",310 8852813,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWncPNqS34f8A9POJiLvGsuNOjkc-7FtC-FC3lI2R22vIO8uCQASW6HhixL7fVyoDrBqe0NPEqh064Tu5A7HGoTZnCZyA0Lejesz3xj4Q5_MatblJDen8_U6ImL2rCL9gMGK1vLX9w=w426-h240-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
FRUTA & SAZON,Restaurante de comida rápida,Trinidad,5.4070315,-71.6608601,"crab 5, Cra. 5 #4 26, Trinidad, Casanare",,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn_VvkEiYQuA7_Nfq91A63Cx-t5ttvM-2XPcb_pGnAIujYbDtD_eh8eGgLTeVLhWT_J5EbX2fYRWzPazp8558gv45RcmzJER3fCWfTPC2puSdimpI4gGoAHMOQAAlRe7h2sp1K0=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega a domicilio"
Ferreconstrucciones La Principal,Ferretería,Trinidad,5.4070645,-71.661177,"Cl. 5 #482, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iE2bu10zEcoqaRdOG7qYjg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.26852&pitch=0&thumbfov=100,", Entrega a domicilio, "
FERRE TRANCO,Ferretería,Trinidad,5.413854,-71.6644665,"Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MPRLDMFIs81sYNQdqWt8Ww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.98979&pitch=0&thumbfov=100,", Entrega a domicilio, "
Construrama,Ferretería,Trinidad,5.4077645,-71.663392,"Cra. 3 #7 -15, Trinidad, Casanare",311 5719354,construramacolombia.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_GrMkh6DpClqEQyxquFqSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.71475&pitch=0&thumbfov=100,", Entrega a domicilio, "
Ferreagro,Ferretería,Trinidad,5.4074295,-71.6622233,"Cra. 4, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=L1QF1hZ6sufViyzRayw6kg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=13.428181&pitch=0&thumbfov=100,", Entrega a domicilio, "
Ferretería Trinidad,Ferretería,Trinidad,5.4067399,-71.6634407,"Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=uWw60YVcTHbp3VZLPqDw5w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.323848&pitch=0&thumbfov=100,", Entrega a domicilio, "
DROGUERIA ANYISALUD,Farmacia,Trinidad,5.4083046,-71.661489,"Cra. 5 #6-60, Trinidad, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlw-EEawmhLx5pn9v_RELO39X7B4sCioFaRZQVkhm7CbdaWpYmvBHvemkOkYWxy68QOkTO_QBKWTSo7_1vZ67PDS_-s8C3d7UpfYskctr4wV4LFo46NCsvG-vXeDm_Z_MhT5PxMZkUPY58=w408-h398-k-no,
Drogueria Multisalud S&M,Farmacia,Trinidad,5.4071265,-71.6610804,"Cl. 5 #9-48, Trinidad, Casanare",312 4729355,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlU8J8aujIJhuolMtVQWKU_Yxs1fiz4avkreTm6ccMiVLMt5QykHMFbE4D3h3ewxVjcfaj9OO2CtFcc5OWk2ajoW6Kqp0B4E6OGhmbBiXFpEPd5uhD3n8IltxMIVtw4fqI0aBShyg=w408-h306-k-no,", Entrega a domicilio, "
DROGUERIAS Farmacenter,Farmacia,Trinidad,5.4072063,-71.6625867,"Cl. 6 #341, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=U1Qqbc0iJKmXLVpRd-qArg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=342.52365&pitch=0&thumbfov=100,
DROGUERÍA AMERICA,Farmacia,Trinidad,5.4066404,-71.662777,"Cra. 3 #537, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Nh80gbe0k_amTTN0l_3FNg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=241.24394&pitch=0&thumbfov=100,
Drogas Del Pauto. M.Y San Luis,Farmacia,Trinidad,5.411711,-71.6614735,"Cl. 10, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fKIVkLMLd9lZJcPTApSWJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=308.41516&pitch=0&thumbfov=100,", Entrega a domicilio, "
"SUPERMERCADO, EL GAVAN",Supermercado,Trinidad,5.4051834,-71.6598874,"Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RrShUB5q01wUlL-yqx-a0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=33.127945&pitch=0&thumbfov=100,", Entrega a domicilio, "
Tienda D1,Supermercado,Trinidad,5.4066122,-71.6627583,"Cra. 3 #5-33, Trinidad, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlzHVltTPZ3QykXRozRTSuHwol1Ch22e65oePC9bxWxkPUdxCV4-9waiadYpGuYL7-Odo1KlNYCoi2Vq0xxezC1UlxLqVnZ-80fYo20wvGfnFNMllqW5uD8h7CG5nUJL_ZXfhRonQ=w426-h240-k-no,
Autoservicio Coromoto,Supermercado,Trinidad,5.4125048,-71.6637308,"Cra. 5a, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I8YMI0ryKooHImypASjUlQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.580734&pitch=0&thumbfov=100,", Entrega a domicilio, "
AUTOSERVICIO COMPREFACIL,Tienda de alimentación,Trinidad,5.4076295,-71.6615781,"Cl. 6 #484, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GTUnvLTYJXNFERD_0fEO3A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=144.66754&pitch=0&thumbfov=100,
Señor Market,Tienda de alimentación,Trinidad,5.4101786,-71.6639006,"Cra. 4, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1GnH00sozB1MNEDOKwfc6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=251.06158&pitch=0&thumbfov=100,", Entrega a domicilio, "
Taller Nufiell,Taller mecánico,Trinidad,5.4079547,-71.659891,"853010, Cl. 5 #6-38, centro, Trinidad, Casanare",313 4472831,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkqerhE7cbppTiPNjJ18f_zN9Oa565Pi6qyZG2xd157sCskfHIf7vP0JxDDAJ8V8CCSJvH4ljqRoL70E2CefwmDx0TKCgAs7K7LrJiaAH7ws6GUuTwpOyncvbYC6u3UnORilz8=w408-h725-k-no,
Boutique New Fashion,Tienda de ropa,Trinidad,5.4077238,-71.6633732,"Cra. 3 #703, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HG3UO6GLnsVX94_tYbTgjQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.22018&pitch=0&thumbfov=100,", Entrega a domicilio, "
Extasys Boutique,Tienda de ropa,Trinidad,5.4075403,-71.6631516,"Cra. 3 #674, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Zmyyu-AhCwalR03GfMBxHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=30.948746&pitch=0&thumbfov=100,", Entrega a domicilio, "
Tienda Maliro's,Tienda de ropa,Trinidad,5.4104488,-71.6630524,"Cra. 5, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xRAQFh90lGlmuB-jF9aKIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=243.92818&pitch=0&thumbfov=100,", Entrega a domicilio, "
Almacen Leidy Esport,Tienda de ropa,Trinidad,5.4076648,-71.6613992,"Cra. 5 #571, Trinidad, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tSALlEfvXJTpy0Sle89MEA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.08008&pitch=0&thumbfov=100,
El perfume Paris,Tienda de ropa,Trinidad,5.4070096,-71.6629775,"Cra. 3 #6-03, Trinidad, Casanare",320 5770837,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=JMxh1PXgmBb7RMpNtfOPaw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=286.6873&pitch=0&thumbfov=100,", Entrega a domicilio, "
"Don Diego, Parrilla Bar",Restaurante,Orocué,4.7905128,-71.3378349,"Cra 11 calle 3 B, Tierra Blanca, Orocué, Casanare",312 4807108,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkRyB83v9ocDCYLDWoesd9V_O6Wg5I2R5qNnR7J0H1taeWAf-2Nqse_UXFaiv27tLbOSv7dZAvYF7MIQfJ2joJyntByGL_flQ62o_DxDaEYVC0mwuNbfjCGI18g6KyJOS_324BA=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
Restaurante y Asadero Los pumarrosos,Restaurante,Orocué,4.7867799,-71.3409399,"Guerrera Blanca, Cl. 3 #15 85, Orocué, Casanare",322 2324971,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkoHANrcBK1s0_dRBrydm4Z78-CrgbrEzF7X0KQEAYsQsYcxgYeAIB07rA-fiBXGhUeeUYc_4U2czhJNzJEal8qP_BtyUEjQHz43_ZhCL3V40uBH6W17nU5ukymC8d4M_lKeCE=w408-h354-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
Sazón de meri,Restaurante especializado en chuletas,Orocué,4.7893471,-71.3373351,"Cl. 2 #11-62, Orocué, Casanare",317 8763031,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkWVHH25AhcWFNH6Iqi0j8laF6lMyBd9p6wR-HZCwtsebjrE4QVjNKfcMYoda72PcUE2Yck8A_nhwQBcqkAM3S4fPdEWQ3u8riZM5MN_hRXX_HbUVi8l1x8P6wocyvzz86wW9M41gBe4XN3=w408-h306-k-no,", Consumo en el lugar, "
301 Drink station,Restaurante de comida rápida,Orocué,4.7944784,-71.3360038,"Orocué, Casanare",310 3491684,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk2DxXJVBkX0SjLLMJnPi6zijzEaCWO_Ys8XY0BC1cyfJ-gbV69KOZpX5jpyeZ3ifPigk9eaa32rdml4FoCINMdBhIOkVh0kBoEQZjEmoO8-knTvNPPg1J2qftfaafaCZ7l6Z79=w408-h544-k-no,", Consumo en el lugar, Para llevar, Entrega a domicilio"
Restuarante Punto Rico,Restaurante,Orocué,4.9999107,-71.8843734,"El Algarrobo, Orocué, Casanare",312 4801649,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk8YuhGAFO1zR_TErtIKfZjBSzVjA5j0bNwrtmsQQNrCjK_s3h_9L-as4g4zlDPvphdjUhxaKgjwmTe5gPOxY2G4IMTVsckETEsk_R-wigqAF-Qw-gl5oQ24oMMSJcOgQexdvi48Q=w408-h306-k-no,", Consumo en el lugar, Para llevar, "
FERREGAS S&S EQUIPOS,Tienda de herramientas,Orocué,5.3333505,-72.4009872,"Cl. 24 #12-57, Yopal, Casanare",311 2966449,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWn2N-h-YGi2Z2qUflRM1oDEXSS_CCTG4ibztqefHq4BAvHt9xf3aJ4bsSR99izaed0Xiu6L2ZDJ-qIRqjimkfn-UIw3072e4aZnit7THaSNw2YBiw-8DaVStUWFPqpYhUF-SChEttDnJxFf=w408-h307-k-no,
Ferreteria La Urbanizadora,Ferretería,Orocué,5.3200048,-72.397871,"Yopal, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=o8Ahx5zpK7A9WLmLnHQRlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.86636&pitch=0&thumbfov=100,", Entrega a domicilio, "
Ferretería la 15 Yopal,Tienda de herramientas,Orocué,5.3250272,-72.3937283,"20 de julio, Yopal, Casanare",310 2266068,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmnWVfVwPWGLLUjcjNsIST4bNLg3txyV3BReZkPGCwIOYITCz_8U9LBuiPC2DHRt5wevfcD6-X4uVU4Jnq3b0C4rjx_fsN72_eTQ8KTzcPbRBXNsn0ExOXkbvzLWhKT5189nFWozg=w408-h544-k-no,", Compras en tienda, Retiros en la puerta, Entrega a domicilio"
Ferrelectricos El Compadre,Ferretería,Orocué,5.318445,-72.3963989,"Cl. 40, El Banco, Yopal, Casanare",311 5952912,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWmxKMvN5l9UXzetPxgxO6nc-hEH9eSH24NpKRuaOh2MN6Lbai6n2LDB-7XDRvaDqZGXTX0BN3TBFh9j1FKcnIlGQqOoiA1jdE62TuzMCkhdYgm88Vbq2_YqqnT-k5Pj9UfD5kuk=w408-h244-k-no,", Entrega a domicilio, "
Ferretería Arco Llanos,Tienda de herramientas,Orocué,5.3183931,-72.402322,"Cl. 40 #7 - 04, El Laguito, Yopal, Casanare",322 3437432,instagram.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWndtDPffTAXLZwrP5qXS1ew2ND0XKvGnx-m91hAdcK4n-4JaOYmg5YYeaU0OumtHsIvZhW0dZ3S-F8lrZiB0-9csac1eH3GsLXdR2JcCl9tzcuvN_AukotP3T1HWvhaSxOyt--L7Q=w408-h306-k-no,", Entrega a domicilio, "
Autoservicio El N1 de la Canasta,Supermercado,Orocué,4.7917054,-71.3353192,"Cl. 4 # 8 - 56, Orocué, Casanare",322 4169760,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xNYVwm8vYYNV4xQ9jlzkkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.32104&pitch=0&thumbfov=100,", Entrega a domicilio, "
FRUVER LA PREFERIDA!,Tienda de alimentación,Orocué,4.7891706,-71.3417028,"Cl. 4, Orocué, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OYZjBxEynZId5pTGExqhcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=117.940636&pitch=0&thumbfov=100,
Autoservicio Mi Placita,Tienda de alimentación,Orocué,4.7877298,-71.3448614,"Cra. 18, Orocué, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl7HHeJmJa1YUQiVWD89-f7WOgSUeERa4NPLw8bSl4vPuvDugdBIZafTx4tnj9EWfJ9spv6gYrxzD9Tmca6L8fajydTfgDB6o_Y1tUokxMGWYcClSLbi2WQ-CQJ7bRwZu20fisj=w426-h240-k-no,
Tienda De Dora,Tienda de alimentación,Orocué,4.7877917,-71.3386213,"Orocué, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm1eCvWkFQeqJxub9OXy5T7Tlr4P_dILZN1OMOvNXro7ScchRnlOayNQ8VvT-WQNZNPpD_WVlfvlNmtuZWKFuEtb_1xO3xkA3HR8YesWrKrvj6fY2yQr3VIYp6sHpXoKoQIfIs=w408-h306-k-no,
Tienda donde Sheylla,Supermercado,Orocué,4.7915722,-71.3425579,"Calle 4ª N #15C-33, Orocué, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0dA7DOBbcDiqzhTw298snA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.92642&pitch=0&thumbfov=100,", Entrega a domicilio, "
Taller mecánico JF Automotriz,Taller mecánico,Orocué,5.3337446,-72.4005119,"1ª de mayo #850001, Yopal, Casanare",313 3845221,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=IqJXKJluF7mc4BIC-kolaA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=304.03116&pitch=0&thumbfov=100,
El Chucurí,Taller de reparación de automóviles,Orocué,5.33281,-72.39336,"Yopal, Casanare",86342052,einforma.co,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWm5qCmnE9v_KbpcRnrMsI-67-omyFAQyuMrc0-v8OOFaiQIfXzU2kuDaO8Oapg_r0HR4arsC1IlVnpMKvTf87rMmS9OOaSeJY2vEUmNOoqHDwKLNBppmAuiYn8jbM-ZvAyxAJ0=w408-h544-k-no,
Mecánica Automotriz AutoVargas,Taller mecánico,Orocué,5.3350526,-72.3969916,kra17#23-04,314 2376038,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnW3p1OD-6sxFW54srsmlDlo0uN8EDa7vPIhb6_PN46hE7FU7EVbdtgLJOuga9reMMKU-Qn-K00V_zJaIoTAY8MaKdJf4J6QWVskwhq4XeSE8SzISMp9Ig0Zd1la95LVov_oXg=w408-h544-k-no,
Favio Vargas,Taller mecánico,Orocué,5.337833,-72.3933799,"Cl. 22 #16a 00, Yopal, Casanare",310 3203113,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B6wAEZiaV0EyUrDjZ1QgLQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=160.22723&pitch=0&thumbfov=100,
Taller el alex,Taller mecánico,Orocué,5.323397,-72.4050932,"Cra. 5 #calle 56, Yopal, Casanare",,,,
Deportivos LauraMaria,Tienda de ropa de mujer,Orocué,5.3191717,-72.4002302,"Cra. 14 A #bis 38 73, Yopal, Casanare",320 8845031,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vvMbhrEPpJfd7qOE5oIelQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=265.97165&pitch=0&thumbfov=100,", Entrega a domicilio, "
Danna's Closet,Tienda de ropa,Orocué,5.3312394,-72.3916417,"Cra. 20 # 29-46, Yopal, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vNaO4BUXEJp1tg0TxvNLuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=260.1367&pitch=0&thumbfov=100,", Entrega a domicilio, "
Boutique Pijamas Yopal,Tienda de ropa de mujer,Orocué,5.3238232,-72.394819,"barrio el nogal, Calle 35 A #16-09, Yopal, Casanare",320 8843090,wa.me,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlD8NyBc1ISNOePn8Bh08qald_SxVowJIk5olSN1m6-g89hgED7QD4GD55d5MNi2aCmMkPdVxBV4eyuExvVOCWP5GtDhu0_vPTbkwlnOGWtLf7TZxJ-7UHqSq_0wguoDxFi2PaQEw=w408-h408-k-no,", Compras en tienda, Retiros en la puerta, Entrega a domicilio"
Presencia Boutique,Tienda de ropa de mujer,Orocué,5.3293768,-72.4051198,"Cra. 8 #43A-46, Yopal, Casanare",310 7980604,presenciaboutique.com,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hl4m1GPEk_XqGBq1PTk4Jw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=270.1092&pitch=0&thumbfov=100,
SJB,Tienda de ropa,Orocué,5.3246898,-72.3989343,"Cra. 12a #32a -67, Yopal, Casanare",319 3501881,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ykPuPSbGBFW0WNTXjkTaFg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.986694&pitch=0&thumbfov=100,", Entrega a domicilio, "
Restaurante asadero Rapipizza,Restaurante,San Luis de Palenque,5.4224082,-71.7329584,"barrio primavera, Cl. 2 #8 36, San Luís de Palenque, Casanare",310 5552434,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl7SkJ25B4oTNJjL8fSev6_Np9xkc-P04P0YV4Is4tnXbJkRPA3eNgSuPdWo20-n_YVLF6EtKYtxhtySo73GkluX8r07bgv3bNVcteFIs1LSOgANZTA4-MoHo4iQ0Gh0SRuByOPwA=w408-h306-k-no,", Consumo en el lugar, Retiros en la puerta, Entrega sin contacto"
Terraza Gastrobar,Restaurante de comida rápida,San Luis de Palenque,5.4226002,-71.729156,"Cl. 2 #4-32, San Luís de Palenque, Casanare",314 2065945,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnk37N3pESuhwmqBsqXNnz6PNWZx-2Qs06fQE0vRAwjD7aMehnDTGUm8p1hRaV19e7tMAzb86DwbAzqWIim-RGqXEdAti2Ckd-9JPjEv3fWFxbAYIF-F00vU9K1qUoMBf0uoKnXATRS6P0O=w408-h306-k-no,", Consumo en el lugar, "
ASADERO DISCO BAR LA ROCA,Restaurante,San Luis de Palenque,5.4199717,-71.7306687,"Cra. 6 #4-2, San Luís de Palenque, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkoxQwFvElGat95gYxQnvZ5AJU0Yp_ufFYZbD64Nqmduw9k04pW1760id53vDceQ4GH3b12Gq-NONKBAo4RH7Fyh50wKDK27Y1azaaq9Z1c1slUBQMTTDia2exv1yjvTZPPLHuF=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
Cocinera Real,Restaurante,San Luis de Palenque,5.4267597,-71.7367685,"San Luís de Palenque, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkfJ9YnbgK-sRWHmFgN9Axd-Ix-YyHrBb9NNgG6_w_eS3wSAragB2TXK0zKm78hGS2IuJPiLe3UFEulqMTuyRDAEZfzr_GLI_cxyEAG5c9xvrKgMnbmnw0Y2ru9dW6-UYALP-4TqNTXMWY=w408-h541-k-no,
Hotel - Restaurante La Campechana,Restaurante,San Luis de Palenque,5.4203622,-71.7281918,"a 4-113, Cra. 5 #4-1, San Luís de Palenque, Casanare",313 8725193,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlnrbu2JnF-9BdIMOOfY3DYy_j1Vm-58iFr-QL7H5cEVqZQ24oLLH0nSlYe8VvoNZnYhn5950yb4g9ghPyXm9T5qlqeDwMEn_9jZeAfT-AfIlvr52E44gxyhCM9QKMvzBuiVZR4=w408-h725-k-no,", Consumo en el lugar, Para llevar, "
Soda Fountain,Tienda de alimentación,San Luis de Palenque,5.4235014,-71.7286423,"#3- a 3-, Cl. 2, San Luís de Palenque, Casanare",320 9723870,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnfWpuutwijYGxtfZD2MJXhBz_XDqphRau9JRg8RNGHYlSi40g4RQnqNybceh4MYrKzpNPa-hxpeSO8EDJw4vXqUEnVIKqHME9JzFXyJk76cnz5jBlz4-tlY3-fnTpRY84DVGnnQg=w408-h306-k-no,", Entrega a domicilio, "
LEJU Minimarket,Tienda de alimentación,San Luis de Palenque,5.4206693,-71.7323835,"Cl. 4 #8 02, San Luís de Palenque, Casanare",,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=clZ8aP1Tmpxc1k67UKirIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=118.205246&pitch=0&thumbfov=100,
Restaurante Y Asadero El Garcero,Restaurante,Pore,5.7326504,-71.9950283,"Cra. 19 #8-62, Pore, Casanare",3222,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qrakvTQvQxMX-nAYggC2UA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.69547&pitch=0&thumbfov=100,", Consumo en el lugar, Para llevar, Entrega a domicilio"
TIGÜ RESTAURANTE,Restaurante,Pore,5.7277905,-71.9965001,"Cl 4 #16, Pore, Casanare",322 3391489,facebook.com,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWk-hS_5IOQeuTkXwpk_i9KCXatOCjjg--4xgZyjzf6HcXxO15V6ZgvgNoag5Y0LHG3xA-OwFhIFApxivAh33PSEkig4POGR9PEDkE8zYWCHbrdfC4LHuyeK6CKwOtYrxQ8XPGGO=w408-h306-k-no,", Consumo en el lugar, "
Pore burguer,Restaurante,Pore,5.7306601,-71.9914596,"Cra. 14 #9-47, Centauros, Pore, Casanare",314 3283054,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnuc4sxRUgbnpGCR3agHwVJotBSgvgfvBIOEi7K0i4jwoNf1rG_-7kpXO8XFrRp9FJHfTSkE4HeArZnGqCAi37yeMvEuQ2jxss3FqwqsxmiJ1C5ciXOf-PNmjgNY1yj-j14OI-DuhU91bQ=w408-h544-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
Árepas Tian,Restaurante de comida rápida,Pore,5.7307493,-71.9985897,"Carrera 21 #5 - 33, Pore, Casanare",311 6380924,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWlJeDKm-oHynz-Mx-aazAdlp7RMtcV4Lq1TK4PiNDIWoA8JuHHXs4MP3UZpYFzk3XwrcFu6dESCNMTjlSlhpLALvNSx7LkCf_eXVbBEAGMXXPorN1ycg1Bz9687V21iwh3ZDOV-=w408-h306-k-no,", Consumo en el lugar, Pedidos desde el automóvil, Entrega sin contacto"
EL PORTÓN Gastrobar,Restaurante de comida rápida,Pore,5.7280853,-71.9981688,"Cl 3 #18-52, Pore, Casanare",311 4536726,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkIwQ1G6IpwAbejArsdIECXL3hM82dAjithXAznaDPzIxglrzMKVw_7eu9FvS9oP4q2pUqPmKU7B_DqFfw1BlaKJbwgyPe0D5kTGelVgpxWPPJlZCnP-MchQrrsgBr6i_LS_Ma-q5cLNOBO=w408-h544-k-no,", Consumo en el lugar, Para llevar, "
FRUTAS Y VERDURAS CAMPO REAL,Tienda de alimentación,Pore,5.7266135,-71.9943618,"Cl 4 #14-16, Pore, Casanare",310 7856537,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWl_IUktVLzUcXm_D9UJDkYM9tmaBz266IJoSN6vLvofSZO2BYWvBWoonMNvOwejIPAyCaSa9mPJ9sK3abfpenWWPdN4UYrLPM-fYSk8rQxeq3HyZlPwAvGXHc6cloJ9vSXybpRl=w408-h306-k-no,", Entrega a domicilio, "
FRUVER LA CURAMA,Frutería,Pore,5.7292271,-71.998278,"Cl 4 #19 - 50, La Esperanza, Pore, Casanare",314 4037180,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWnuoYwAtOSKzgNyA6BWfy6nnpSyahXEhNciruVcOQ7qKX2EJBIBvcy7BFL_36SqNUnD5wxHVqvr6tgwEPp3fyo3GmcD747ggvSdzyq5qtDk9ePRGtqlyvzqvoBjivWTaAAXm9QZ=w408-h541-k-no,", Compras en tienda, Retiros en la puerta, Entrega a domicilio"
Cayena,Tienda de alimentos naturales,Pore,5.7292866,-71.9981985,"Cl 4 #19-56, Pore, Casanare",314 2036910,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Md0k2a_oe8sZywt_ikenlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=29.664482&pitch=0&thumbfov=100,
Tiendas D1 De Todos!,Tienda de alimentación,Pore,5.7300221,-71.9997841,"Pore, Casanare",,,https://lh3.googleusercontent.com/gps-cs-s/AHRPTWkxJkMgTHfzEwooNPFqcyJxIW0iRLC4IiU2Ne3YtptUy5tGsxuG2apAa3AwBmQRo9nCSLL77d1ADRp2rss1cK9Ym00yyS7YOMWA9vaOoVURf39ZtbX4t8CyANUqrach7O0pYRCVwQ=w408-h306-k-no,
MiniMarket Chente,Tienda de alimentación,Pore,5.7258114,-71.9869205,"Cra. 7 #17 - 57, Monterrey, Pore, Casanare",,,,
